Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
"25 Howard, h. 5 W. Broadway pl.",TRUE,H. 5 W. BROADWAY PL.,5,W. BROADWAY PL.,,25 Howard,25,Howard,,start with h,5,W BROADWAY,,,PL.,,,,,,,,,,,,,
h. 646 Hudson,TRUE,H. 646 HUDSON,646,HUDSON,,,,,,start with h,646,HUDSON,,,,,,,,,,,,,,,,
h. 186 E. 11th,TRUE,H. 186 E. 11TH,186,E. 11TH,,,,,,start with h,186,E 11,,,TH,,,,,,,,,,,,,
"assistant alderman 8th ward , 103 Nassau, h. 284 Hudson",TRUE,H. 284 HUDSON,284,HUDSON,,"assistant alderman 8th ward , 103 Nassau",,,"assistant alderman 8th ward , 103 Nassau",start with h,284,HUDSON,,,,,,,,,,,,,,,,
"372 Houston, h. 372 Houston",TRUE,H. 372 HOUSTON,372,HOUSTON,,372 Houston,372,Houston,,start with h,372,HOUSTON,,,,,,,,,,,,,,,,
"317 Bowry, h. 140 Amity",TRUE,H. 140 AMITY,140,AMITY,,317 Bowry,317,Bowry,,start with h,140,AMITY,,,,,,,,,,,,,,,,
"164 Spring, h. 164 Spring",TRUE,H. 164 SPRING,164,SPRING,,164 Spring,164,Spring,,start with h,164,SPRING,,,,,,,,,,,,,,,,
"259 Broadway, h. Hoyt n. Atlantic , Brooklyn",TRUE,"H. HOYT N. ATLANTIC , BROOKLYN",,,"HOYT N. ATLANTIC , BROOKLYN",259 Broadway,259,Broadway,,start with h,,,BROOKLYN,,"N.  ,",HOYT,ATLANTIC,near,,,,,,,,,,
"42 Canal, h. 12 W. Broadway pl.",TRUE,H. 12 W. BROADWAY PL.,12,W. BROADWAY PL.,,42 Canal,42,Canal,,start with h,12,W BROADWAY,,,PL.,,,,,,,,,,,,,
"80 Beaver, h. W. 22d n. Av. 7",TRUE,H. W. 22D N. AV. 7,,,W. 22D N. AV. 7,80 Beaver,80,Beaver,,start with h,,,,,D N. AV,W 22,7,near,,,,,,,,,,
"215 Duane, h. 43 Renwick",TRUE,H. 43 RENWICK,43,RENWICK,,215 Duane,215,Duane,,start with h,43,RENWICK,,,,,,,,,,,,,,,,
secÃ¢ÂÂry of the Newark india rubber manufacturing co. 59 Maiden-l. h. Newark,Assume,SECÃÂÂRY OF THE NEWARK INDIA RUBBER MANUFACTURING CO. 59 MAIDENL. H. NEWARK,,,SECÃÂÂRY OF THE NEWARK INDIA RUBBER MANUFACTURING CO. 59 MAIDEN-L. H. NEWARK,,,,,h in between,,,NEWARK,,,,,,,,INDIA,,,,NEWARK,,SECÃÂÂRY OF THE   RUBBER MANUFACTURING CO. 59 MAIDENL.,
h. 47.5 Frankfort,TRUE,H. 47.5 FRANKFORT,,,47.5 FRANKFORT,,,,,start with h,47,FRANKFORT,,,,,,,47.5,,,,,,,,,
"43 Harrison, h. 205 Sullivan",TRUE,H. 205 SULLIVAN,205,SULLIVAN,,43 Harrison,43,Harrison,,start with h,205,SULLIVAN,,,,,,,,,,,,,,,,
"10 & 11 Washgtn market, h. 161 Hammond",TRUE,H. 161 HAMMOND,161,HAMMOND,,10 & 11 Washgtn market,10,& 11 Washgtn market,,start with h,,161,HAMMOND,,,,,,,,,,,,,,,
"160 Grand , 212 Greenwich & 77 Barclay, h. 160 Grand",TRUE,H. 160 GRAND,160,GRAND,,"160 Grand , 212 Greenwich & 77 Barclay",160,"Grand , 212 Greenwich & 77 Barclay",,start with h,160,GRAND,,,,,,,,,,,,,,,,
"150 Nassau, h. 143 Duffield , Brooklyn",TRUE,"H. 143 DUFFIELD , BROOKLYN",143,"DUFFIELD ,",BROOKLYN,150 Nassau,150,Nassau,,start with h,143,DUFFIELD,BROOKLYN,,",",,,,,,,,,,,,,
"71 Nassau, h. 143 Duffield , Brooklyn",TRUE,"H. 143 DUFFIELD , BROOKLYN",143,"DUFFIELD ,",BROOKLYN,71 Nassau,71,Nassau,,start with h,143,DUFFIELD,BROOKLYN,,",",,,,,,,,,,,,,
"230 Canal, h. 230 Canal",TRUE,H. 230 CANAL,230,CANAL,,230 Canal,230,Canal,,start with h,230,CANAL,,,,,,,,,,,,,,,,
"76 Broad, h. 132 Sands , BrÃ¢ÂÂklyn",TRUE,"H. 132 SANDS , BRÃÂÂKLYN",132,"SANDS , BRÃÂÂKLYN",,76 Broad,76,Broad,,start with h,132,SANDS,,,", BRÃÂÂKLYN",,,,,,,,,,,,,
"2 Cortlandt, h. 93 Powers , Brooklyn",TRUE,"H. 93 POWERS , BROOKLYN",93,"POWERS ,",BROOKLYN,2 Cortlandt,2,Cortlandt,,start with h,93,POWERS,BROOKLYN,,",",,,,,,,,,,,,,
"683 B.way, h. 224 Wooster",TRUE,H. 224 WOOSTER,224,WOOSTER,,683 B.way,683,B.way,,start with h,224,WOOSTER,,,,,,,,,,,,,,,,
"20 City Hall, h W.13th n. Av 6",TRUE,H W.13TH N. AV 6,,,W.13TH N. AV 6,20 City Hall,20,City Hall,,start with h,,,,,WTN. AV,13,6,near,,,,,,,,,,
"87 Pine, h. 48 Ludlow",TRUE,H. 48 LUDLOW,48,LUDLOW,,87 Pine,87,Pine,,start with h,48,LUDLOW,,,,,,,,,,,,,,,,
"65 Pine, h. 190 Cherry",TRUE,H. 190 CHERRY,190,CHERRY,,65 Pine,65,Pine,,start with h,190,CHERRY,,,,,,,,,,,,,,,,
h. 7.5 Trinity pl.,TRUE,H. 7.5 TRINITY PL.,,,7.5 TRINITY PL.,,,,,start with h,7,TRINITY PL,,,.,,,,7.5,,,,,,,,,
"166 Allen, h. 61 First",TRUE,H. 61 1ST,61,FIRST,,166 Allen,166,Allen,,start with h,61,1,,,6 ST,,,,,,,,,,,,,
"19 Ann, h. 19 Ann",TRUE,H. 19 ANN,19,ANN,,19 Ann,19,Ann,,start with h,19,ANN,,,,,,,,,,,,,,,,
"32 Pearl, h. Brooklyn",TRUE,H. BROOKLYN,,,,32 Pearl,32,Pearl,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"16 Wall, h. Boston",TRUE,H. BOSTON,,,,16 Wall,16,Wall,,start with h,,,BOSTON,,,,,,,,,,,,,,,
h. r. W. 35th n. Broadway,TRUE,H. R. W. 35TH N. BROADWAY,,,R. W. 35TH N. BROADWAY,,,,,start with h,,,,,R. TN.,W 35,BROADWAY,near,,,,,,,,,,
"34 Bank, h. 34 Bank",TRUE,H. 34 BANK,34,BANK,,34 Bank,34,Bank,,start with h,34,BANK,,,,,,,,,,,,,,,,
h. 646 Water,TRUE,H. 646 WATER,646,WATER,,,,,,start with h,646,WATER,,,,,,,,,,,,,,,,
"260 South, h. 91 CannonÃ¢ÂÂ",TRUE,H. 91 CANNONÃÂÂ,91,CANNONÃÂÂ,,260 South,260,South,,start with h,91,CANNON,,,ÃÂÂ,,,,,,,,,,,,,
"244 Fulton, h. 176 Hudson",TRUE,H. 176 HUDSON,176,HUDSON,,244 Fulton,244,Fulton,,start with h,176,HUDSON,,,,,,,,,,,,,,,,
"175 Greenwich, h. 176 Hudson",TRUE,H. 176 HUDSON,176,HUDSON,,175 Greenwich,175,Greenwich,,start with h,176,HUDSON,,,,,,,,,,,,,,,,
"700.5 Greenwich , and 293 W. 18th, h. 700.5 Greenwich",TRUE,H. 700.5 GREENWICH,,,700.5 GREENWICH,"700.5 Greenwich , and 293 W. 18th",,,"700.5 Greenwich , and 293 W. 18th",start with h,700,GREENWICH,,,,,,,700.5,,,,,,,,,
"260 South, h. 91 Cannon",TRUE,H. 91 CANNON,91,CANNON,,260 South,260,South,,start with h,91,CANNON,,,,,,,,,,,,,,,,
"75 Front, h. 309 Pearl",TRUE,H. 309 PEARL,309,PEARL,,75 Front,75,Front,,start with h,309,PEARL,,,,,,,,,,,,,,,,
"71 Wall, h. Brooklyn",TRUE,H. BROOKLYN,,,,71 Wall,71,Wall,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
h. 117 Madison,TRUE,H. 117 MADISON,117,MADISON,,,,,,start with h,117,MADISON,,,,,,,,,,,,,,,,
"Fortieth n. Av. 7, h. W. 40th n. Av. 7",TRUE,H. W. 40TH N. AV. 7,,,W. 40TH N. AV. 7,Fortieth n. Av. 7,,,Fortieth n. Av. 7,start with h,,,,,TN. AV,W 40,7,near,,,,,,,,,,
"18 South, h. Brooklyn",TRUE,H. BROOKLYN,,,,18 South,18,South,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"186 Washgtn, h. 64 Twelfth",TRUE,H. 64 12TH,64,TWELFTH,,186 Washgtn,186,Washgtn,,start with h,64,12,,,TH,,,,,,,,,,,,,
h. 47 Amity,TRUE,H. 47 AMITY,47,AMITY,,,,,,start with h,47,AMITY,,,,,,,,,,,,,,,,
h. 36 Scammel,TRUE,H. 36 SCAMMEL,36,SCAMMEL,,,,,,start with h,36,SCAMMEL,,,,,,,,,,,,,,,,
7 Coenties sl. h. BarnumÃ¢ÂÂs hotel,Assume,7 COENTIES SL. H. BARNUMÃÂÂS HOTEL,7,COENTIES SL. H. BARNUMÃÂÂS HOTEL,,,,,,h in between,,,,,BARNUMÃÂÂS HOTEL,,,,,,7,,,,,,COENTIES SL.,
h. 87 Madison,TRUE,H. 87 MADISON,87,MADISON,,,,,,start with h,87,MADISON,,,,,,,,,,,,,,,,
"89 Wall, h. 75 E. 15th",TRUE,H. 75 E. 15TH,75,E. 15TH,,89 Wall,89,Wall,,start with h,75,E 15,,,TH,,,,,,,,,,,,,
"22 Jacob, h. 111 Suffolk",TRUE,H. 111 SUFFOLK,111,SUFFOLK,,22 Jacob,22,Jacob,,start with h,111,SUFFOLK,,,,,,,,,,,,,,,,
"227 Pearl, h. WÃ¢ÂÂmsburg",TRUE,H. WÃÂÂMSBURG,,,,227 Pearl,227,Pearl,,start with h,,,,,WÃÂÂMSBURG,,,,,,,,,,,,,
"61 William, h. 59 Warren",TRUE,H. 59 WARREN,59,WARREN,,61 William,61,William,,start with h,59,WARREN,,,,,,,,,,,,,,,,
"70 Canal, h. 2 W. Broadway pl.",TRUE,H. 2 W. BROADWAY PL.,2,W. BROADWAY PL.,,70 Canal,70,Canal,,start with h,2,W BROADWAY,,,PL.,,,,,,,,,,,,,
h. 296 Greenwich,TRUE,H. 296 GREENWICH,296,GREENWICH,,,,,,start with h,296,GREENWICH,,,,,,,,,,,,,,,,
"h. W. 40th , n. Av. 7",TRUE,"H. W. 40TH , N. AV. 7",,,"W. 40TH , N. AV. 7",,,,,start with h,,,,,"T, N. AV",W 40,7,near,,,,,,,,,,
"41 Wall, h. W. 29th , n. Av. 9",TRUE,"H. W. 29TH , N. AV. 9",,,"W. 29TH , N. AV. 9",41 Wall,41,Wall,,start with h,,,,,"T, N. AV",W 29,9,near,,,,,,,,,,
"145 Washington, h. DunningÃ¢ÂÂs hotel",TRUE,H. DUNNINGÃÂÂS HOTEL,,,DUNNINGÃÂÂS HOTEL,145 Washington,145,Washington,,start with h,,,,,DUNNINGÃÂÂS HOTEL,,,,,,,,,,,,,
"148 Front, h. 114 Hudson",TRUE,H. 114 HUDSON,114,HUDSON,,148 Front,148,Front,,start with h,114,HUDSON,,,,,,,,,,,,,,,,
"11 Nassau, h. 225 Av. 8",TRUE,H. 225 AV. 8,225,AV. 8,,11 Nassau,11,Nassau,,start with h,225,8,,,AV,,,,,,,,,,,,,
"116 Wall, h. 6 Joralemon , Brooklyn",TRUE,"H. 6 JORALEMON , BROOKLYN",6,"JORALEMON ,",BROOKLYN,116 Wall,116,Wall,,start with h,6,JORALEMON,BROOKLYN,,",",,,,,,,,,,,,,
72 Irving pl. h. 51 E. 16th,Assume,72 IRVING PL. H. 51 E. 16TH,72,IRVING PL. H. 51 E. 16TH,,,,,,h in between,51,E 16,,,TH,,,,,72,IRVING PL,,,,,,.,
"272 South and 91 West, h. 121 S. 2d , Williamsburgh",TRUE,"H. 121 S. 2D , WILLIAMSBURGH",121,"S. 2D , WILLIAMSBURGH",,272 South and 91 West,272,South and 91 West,,start with h,121,S 2,WILLIAMSBURG,,"S. 2D , H",,,,,,,,,,,,,
"71 Wall, h. 316 Gold , Brklyn.",TRUE,"H. 316 GOLD , BRKLYN.",316,"GOLD , BRKLYN.",,71 Wall,71,Wall,,start with h,316,GOLD,BRKLYN,,", .",,,,,,,,,,,,,
"104 Bowery, h. 104 Bowery",TRUE,H. 104 BOWERY,104,BOWERY,,104 Bowery,104,Bowery,,start with h,104,BOWERY,,,,,,,,,,,,,,,,
198 Chatham sq. h. 198 Chatham sq,Assume,198 CHATHAM SQ. H. 198 CHATHAM SQ,198,CHATHAM SQ. H. 198 CHATHAM SQ,,,,,,h in between,,198,CHATHAM,,SQ,,,,,,198,,,,CHATHAM,,SQ.,
(Rev.) h. 601 Houston,Assume,(REV.) H. 601 HOUSTON,,,(REV.) H. 601 HOUSTON,,,,,h in between,601,HOUSTON,,,,,,,,,,,,,,,(REV.),
"38 White, 1 New City Hall, h. 186 Church",Assume, 1 NEW CITY HALL  H. 186 CHURCH,1,NEW CITY HALL H. 186 CHURCH,,38 White,38,White,,h in between,186,CHURCH,,,,,,,,1,HALL,,,,NEW CITY,,,
"28 Perry & 73 Liberty, h. 28 Perry",TRUE,H. 28 PERRY,28,PERRY,,28 Perry & 73 Liberty,28,Perry & 73 Liberty,,start with h,28,PERRY,,,,,,,,,,,,,,,,
h. 422 Cherry,TRUE,H. 422 CHERRY,422,CHERRY,,,,,,start with h,422,CHERRY,,,,,,,,,,,,,,,,
"348 Bowery, h. 348 Bwry",TRUE,H. 348 BWRY,348,BWRY,,348 Bowery,348,Bowery,,start with h,348,BWRY,,,,,,,,,,,,,,,,
"52 Av. 3, h. 52 Av. 3",TRUE,H. 52 AV. 3,52,AV. 3,,52 Av. 3,52,Av. 3,,start with h,52,3,,,AV,,,,,,,,,,,,,
h. 650 Hudson,TRUE,H. 650 HUDSON,650,HUDSON,,,,,,start with h,650,HUDSON,,,,,,,,,,,,,,,,
"275 B.way, h. 158 Henry",TRUE,H. 158 HENRY,158,HENRY,,275 B.way,275,B.way,,start with h,158,HENRY,,,,,,,,,,,,,,,,
"275 B.way, h. Brooklyn",TRUE,H. BROOKLYN,,,,275 B.way,275,B.way,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"W. 30th c. Av. 6, h. W. 30th c. Av. 6",TRUE,H. W. 30TH C. AV. 6,,,W. 30TH C. AV. 6,W. 30th c. Av. 6,,,W. 30th c. Av. 6,start with h,,,,,TC. AV,W 30,6,corner,,,,,,,,,,
"389 B.way, h. 389 B.way",TRUE,H. 389 B.WAY,389,B.WAY,,389 B.way,389,B.way,,start with h,,389,,,B.WAY,,,,,,,,,,,,,
"cast steel manf. 107 Fulton, h. 33 Lexington Av.",TRUE,H. 33 LEXINGTON AV.,33,LEXINGTON AV.,,cast steel manf. 107 Fulton,,,cast steel manf. 107 Fulton,start with h,33,LEXINGTON,,,AV,,,,,,,,,,,,,
h. 77 Pitt,TRUE,H. 77 PITT,77,PITT,,,,,,start with h,77,PITT,,,,,,,,,,,,,,,,
"E. 24th n. Av. 1, h. E. 28th n. Av. 3",TRUE,H. E. 28TH N. AV. 3,,,E. 28TH N. AV. 3,E. 24th n. Av. 1,,,E. 24th n. Av. 1,start with h,,,,,TN. AV,E 28,3,near,,,,,,,,,,
h. 85 Twelfth *,TRUE,H. 85 12TH *,85,TWELFTH *,,,,,,start with h,85,12,,,T*,,,,,,,,,,,,,
"416 Av. 3, h. 416 Av. 3",TRUE,H. 416 AV. 3,416,AV. 3,,416 Av. 3,416,Av. 3,,start with h,416,3,,,AV,,,,,,,,,,,,,
"108 Beekman, h. 76 Stanton",TRUE,H. 76 STANTON,76,STANTON,,108 Beekman,108,Beekman,,start with h,76,STANTON,,,,,,,,,,,,,,,,
"159 Pearl, h. 33 Henry",TRUE,H. 33 HENRY,33,HENRY,,159 Pearl,159,Pearl,,start with h,33,HENRY,,,,,,,,,,,,,,,,
"Av. 10 c. W. 33d, h. Av. 10 c. W. 33d",TRUE,H. AV. 10 C. W. 33D,10,C. W. 33D,,Av. 10 c. W. 33d,10,c. W. 33d,,start with h,10,AV C,,,AV  C. W 33D,,,,,,,,,,,,,
"138 Church & 71 Duane, h. 73 Duane",TRUE,H. 73 DUANE,73,DUANE,,138 Church & 71 Duane,138,Church & 71 Duane,,start with h,73,DUANE,,,,,,,,,,,,,,,,
"97.5 Duane & 40 E. 28th, h. 40 E. 28th",TRUE,H. 40 E. 28TH,40,E. 28TH,,97.5 Duane & 40 E. 28th,,,97.5 Duane & 40 E. 28th,start with h,40,E 28,,,TH,,,,,,,,,,,,,
"270 Division, h. 270 Division",TRUE,H. 270 DIVISION,270,DIVISION,,270 Division,270,Division,,start with h,270,DIVISION,,,,,,,,,,,,,,,,
"215 Hester, h. 4 Wooster",TRUE,H. 4 WOOSTER,4,WOOSTER,,215 Hester,215,Hester,,start with h,4,WOOSTER,,,,,,,,,,,,,,,,
h. 34 Allen,TRUE,H. 34 ALLEN,34,ALLEN,,,,,,start with h,34,ALLEN,,,,,,,,,,,,,,,,
h. 69 Ludlow,TRUE,H. 69 LUDLOW,69,LUDLOW,,,,,,start with h,69,LUDLOW,,,,,,,,,,,,,,,,
h. 423 Pearl,TRUE,H. 423 PEARL,423,PEARL,,,,,,start with h,423,PEARL,,,,,,,,,,,,,,,,
"300 Division, h. 300 DivÃ¢ÂÂsn",TRUE,H. 300 DIVÃÂÂSN,300,DIVÃÂÂSN,,300 Division,300,Division,,start with h,,300,,,DIVÃÂÂSN,,,,,,,,,,,,,
h. 48 Trinity pl.,TRUE,H. 48 TRINITY PL.,48,TRINITY PL.,,,,,,start with h,48,TRINITY PL,,,.,,,,,,,,,,,,,
"79 Nassau, h. Av. 3 c. 58th",TRUE,H. AV. 3 C. 58TH,3,C. 58TH,,79 Nassau,79,Nassau,,start with h,3,AV C,,,AV  C. 58TH,,,,,,,,,,,,,
2 Maidn-l. h. 16 Varick pl.,Assume,2 MAIDNL. H. 16 VARICK PL.,2,MAIDN-L. H. 16 VARICK PL.,,,,,,h in between,16,VARICK,,,PL.,,,,,,2,,,,,,MAIDNL.,
h. 251 Tenth,TRUE,H. 251 10TH,251,TENTH,,,,,,start with h,251,10,,,TH,,,,,,,,,,,,,
h. 10 Second,TRUE,H. 10 2ND,10,SECOND,,,,,,start with h,10,2,,,ND,,,,,,,,,,,,,
h. 566 Broadway,TRUE,H. 566 BROADWAY,566,BROADWAY,,,,,,start with h,566,BROADWAY,,,,,,,,,,,,,,,,
4 S. Wm. h. 98 Chmbrs,Assume,4 S. WM. H. 98 CHMBRS,4,S. WM. H. 98 CHMBRS,,,,,,h in between,,98,,,CHMBRS,,,,,,4,,,,,,S. WM.,
"237 B.way, h. 54 Brcly",TRUE,H. 54 BRCLY,54,BRCLY,,237 B.way,237,B.way,,start with h,54,BRCLY,,,,,,,,,,,,,,,,
"114 Bowery, h. 114 Bowery",TRUE,H. 114 BOWERY,114,BOWERY,,114 Bowery,114,Bowery,,start with h,114,BOWERY,,,,,,,,,,,,,,,,
h. 383 Cherry,TRUE,H. 383 CHERRY,383,CHERRY,,,,,,start with h,383,CHERRY,,,,,,,,,,,,,,,,
"26 Av B, h. 26 Av. B",TRUE,H. 26 AV. B,26,AV. B,,26 Av B,26,Av B,,start with h,26,AV B,,,,,,,,,,,,,,,,
"284 Front, h. 31 E. 21st",TRUE,H. 31 E. 21ST,31,E. 21ST,,284 Front,284,Front,,start with h,31,E 21,,,ST,,,,,,,,,,,,,
116 Wtr. h. 246 W. 20th,Assume,116 WTR. H. 246 W. 20TH,116,WTR. H. 246 W. 20TH,,,,,,h in between,246,W 20,,,TH,,,,,,116,,,,,,WTR.,
"284 Front, h. 234 Clinton",TRUE,H. 234 CLINTON,234,CLINTON,,284 Front,284,Front,,start with h,234,CLINTON,,,,,,,,,,,,,,,,
h. 245 Elizabeth,TRUE,H. 245 ELIZABETH,245,ELIZABETH,,,,,,start with h,245,ELIZABETH,,,,,,,,,,,,,,,,
"4 Centre market, h. Av. 8 c. 48th",TRUE,H. AV. 8 C. 48TH,8,C. 48TH,,4 Centre market,4,Centre market,,start with h,8,AV C,,,AV  C. 4TH,,,,,,,,,,,,,
h. 224 E. 13th,TRUE,H. 224 E. 13TH,224,E. 13TH,,,,,,start with h,224,E 13,,,TH,,,,,,,,,,,,,
"284 Front, h. 31 E. 21st",TRUE,H. 31 E. 21ST,31,E. 21ST,,284 Front,284,Front,,start with h,31,E 21,,,ST,,,,,,,,,,,,,
"230 Delancy, h. 230 Delncy",TRUE,H. 230 DELNCY,230,DELNCY,,230 Delancy,230,Delancy,,start with h,,230,,,DELNCY,,,,,,,,,,,,,
"34 Platt, h. 13 Rutgers pl.",TRUE,H. 13 RUTGERS PL.,13,RUTGERS PL.,,34 Platt,34,Platt,,start with h,13,RUTGERS,,,PL.,,,,,,,,,,,,,
"76 Broad, h. 25 Ninth",TRUE,H. 25 9TH,25,NINTH,,76 Broad,76,Broad,,start with h,25,9,,,TH,,,,,,,,,,,,,
"35 Centre, h. 89 Market",TRUE,H. 89 MARKET,89,MARKET,,35 Centre,35,Centre,,start with h,89,MARKET,,,,,,,,,,,,,,,,
61 Maiden la. h. Europe,Assume,61 MAIDEN LA. H. EUROPE,61,MAIDEN LA. H. EUROPE,,,,,,h in between,,,,,EUROPE,,,,,61,MAIDEN LA,,,,,,.,
"56 Maiden la. and 25 Liberty, h. Brooklyn",TRUE,H. BROOKLYN,,,,56 Maiden la. and 25 Liberty,56,Maiden la. and 25 Liberty,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
h. 483 Greenwich,TRUE,H. 483 GREENWICH,483,GREENWICH,,,,,,start with h,483,GREENWICH,,,,,,,,,,,,,,,,
"196 Cherry, h. 196 Cherry",TRUE,H. 196 CHERRY,196,CHERRY,,196 Cherry,196,Cherry,,start with h,196,CHERRY,,,,,,,,,,,,,,,,
"32.5 Ann, h. 32.5 Ann",TRUE,H. 32.5 ANN,,,32.5 ANN,32.5 Ann,,,32.5 Ann,start with h,32,ANN,,,,,,,32.5,,,,,,,,,
"240 William and 10 Duane, h. 240 William",TRUE,H. 240 WILLIAM,240,WILLIAM,,240 William and 10 Duane,240,William and 10 Duane,,start with h,240,WILLIAM,,,,,,,,,,,,,,,,
"330 Av. 3, h. 330 Av. 3",TRUE,H. 330 AV. 3,330,AV. 3,,330 Av. 3,330,Av. 3,,start with h,330,3,,,0 AV,,,,,,,,,,,,,
"W. 30th n. Av. 7, h. W. 30th n. Av. 7 '",TRUE,H. W. 30TH N. AV. 7 ',,,W. 30TH N. AV. 7 ',W. 30th n. Av. 7,,,W. 30th n. Av. 7,start with h,,,,,TN. AV  ',W 30,7,near,,,,,,,,,,
"475 Washington, h. 475 Washington",TRUE,H. 475 WASHINGTON,475,WASHINGTON,,475 Washington,475,Washington,,start with h,475,WASHINGTON,,,,,,,,,,,,,,,,
"369 Cherry, h. 7 Jackson sl.",TRUE,H. 7 JACKSON SL.,7,JACKSON SL.,,369 Cherry,369,Cherry,,start with h,7,JACKSON,,,SL.,,,,,,,,,,,,,
"44 Rose, h. 29 Rutgers",TRUE,H. 29 RUTGERS,29,RUTGERS,,44 Rose,44,Rose,,start with h,29,RUTGERS,,,,,,,,,,,,,,,,
"89 Pine, h. 124 Madison",TRUE,H. 124 MADISON,124,MADISON,,89 Pine,89,Pine,,start with h,124,MADISON,,,,,,,,,,,,,,,,
h. 42 McDougal,TRUE,H. 42 MCDOUGAL,42,MCDOUGAL,,,,,,start with h,42,MCDOUGAL,,,,,,,,,,,,,,,,
"44 Rose, h. 105 Monroe",TRUE,H. 105 MONROE,105,MONROE,,44 Rose,44,Rose,,start with h,105,MONROE,,,,,,,,,,,,,,,,
"89 Pine, h. 124 Madison",TRUE,H. 124 MADISON,124,MADISON,,89 Pine,89,Pine,,start with h,124,MADISON,,,,,,,,,,,,,,,,
"12 Broad, h. Av. 3 n. E. 28th",TRUE,H. AV. 3 N. E. 28TH,3,N. E. 28TH,,12 Broad,12,Broad,,start with h,3,E 28,,,AV  N. TH,,,,,,,,,,,,,
h. 73 Av. 2,TRUE,H. 73 AV. 2,73,AV. 2,,,,,,start with h,73,2,,,AV,,,,,,,,,,,,,
"118 E. 13th, h. 118 E. 13th",TRUE,H. 118 E. 13TH,118,E. 13TH,,118 E. 13th,118,E. 13th,,start with h,118,E 13,,,TH,,,,,,,,,,,,,
"150 Fron,t, h. Av. 10",TRUE,H. AV. 10,10,,,"150 Fron,t",150,"Fron,t",,start with h,,10,,,AV,,,,,,,,,,,,,
h. 174 Hudson,TRUE,H. 174 HUDSON,174,HUDSON,,,,,,start with h,174,HUDSON,,,,,,,,,,,,,,,,
"121 Division, h. 121 Division",TRUE,H. 121 DIVISION,121,DIVISION,,121 Division,121,Division,,start with h,121,DIVISION,,,,,,,,,,,,,,,,
"W. 19th n. Av. 6, h. 175 W. 21st",TRUE,H. 175 W. 21ST,175,W. 21ST,,W. 19th n. Av. 6,,,W. 19th n. Av. 6,start with h,175,W 21,,,ST,,,,,,,,,,,,,
"22 Prince, h. 22 Prince",TRUE,H. 22 PRINCE,22,PRINCE,,22 Prince,22,Prince,,start with h,22,PRINCE,,,,,,,,,,,,,,,,
"423 Broadway, h. 196 Prince",TRUE,H. 196 PRINCE,196,PRINCE,,423 Broadway,423,Broadway,,start with h,196,PRINCE,,,,,,,,,,,,,,,,
"43 Wall, h. Av. 2 c. E. 27th",TRUE,H. AV. 2 C. E. 27TH,2,C. E. 27TH,,43 Wall,43,Wall,,start with h,2,AV C,,,AV  C. E 7TH,,,,,,,,,,,,,
298 Hdsn. h. 298 Hdsn.,Assume,298 HDSN. H. 298 HDSN.,298,HDSN. H. 298 HDSN.,,,,,,h in between,,298,,,HDSN.,,,,,,298,,,,,,HDSN.,
"13 South, h. 85 Hmnd",TRUE,H. 85 HMND,85,HMND,,13 South,13,South,,start with h,,85,,,HMND,,,,,,,,,,,,,
"6 Broad, h. 298 Hudson",TRUE,H. 298 HUDSON,298,HUDSON,,6 Broad,6,Broad,,start with h,298,HUDSON,,,,,,,,,,,,,,,,
"505 G.wich, h. 278 Spring",TRUE,H. 278 SPRING,278,SPRING,,505 G.wich,505,G.wich,,start with h,278,SPRING,,,,,,,,,,,,,,,,
"W. 26th n.Av.9, h. 329W.24th",TRUE,H. 329W.24TH,,,,W. 26th n.Av.9,,,W. 26th n.Av.9,start with h,,329,,,W24TH,,,,,,,,,,,,,
"181 Av. 6, h. 181 Av. 6",TRUE,H. 181 AV. 6,181,AV. 6,,181 Av. 6,181,Av. 6,,start with h,181,6,,,AV,,,,,,,,,,,,,
"104 South, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,104 South,104,South,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
"150 Bowery, h. 17 Stntn.",TRUE,H. 17 STNTN.,17,STNTN.,,150 Bowery,150,Bowery,,start with h,,17,STNTN,,.,,,,,,,,,,,,,
"10 Old Slip, h. Sackett n. Court , Brooklyn",TRUE,"H. SACKETT N. COURT , BROOKLYN",,,"SACKETT N. COURT , BROOKLYN",10 Old Slip,10,Old Slip,,start with h,,SACKETT,BROOKLYN,,"N. COURT ,",,,,,,,,,,,,,
"50 Factory, h. 17 Perry",TRUE,H. 17 PERRY,17,PERRY,,50 Factory,50,Factory,,start with h,17,PERRY,,,,,,,,,,,,,,,,
